entry_id,dmsid
8a50ab6e-ecdf-4f17-ab7c-61f71f8db26c,684039448522386
d90d2745-b1f7-4952-bfed-64d849341493,684039448522386
78cb2a80-e6dc-43a8-8808-6ba4fd7ff3bb,684039448522386
4bfaf2e8-f461-4ca2-a38c-9f59c73eb128,684039448522386
6377ae4c-3b9f-4156-94a4-747635f46aeb,684039448522386
429faa85-713d-4575-872e-cf20ad69580d,358485258515291
50d84ccb-202f-418b-8e30-adc24cd927c8,670656113748007
cd6f02b0-45e6-496e-af36-95f45530e76b,603444078605214
42483965-1a2a-48ce-bb4c-92661facf372,756543252015103
cc41d8d5-e8da-48c2-a958-42a70103bbd7,756543252015103
1820033d-49dd-4cc9-840d-b49d65979697,244593951689594
aa649f4a-ef54-488b-a9f5-e029fce4624d,244593951689594
d863eb75-3501-4785-93b1-e342d90ad532,912013211588502
6a4a63f3-24f8-48e1-ae4f-9e9452d07b8e,912013211588502
415098e0-d92d-491f-8a61-769b36e97993,912013211588502
13f5cc0b-c88d-4a38-bb41-845ac678ea75,921211031767514
99627276-c373-4964-a671-6b890fd00a30,921211031767514
9117a857-1f57-4b37-bfc2-4f5cbb55feaa,684039448522386
e3ec8203-8b51-4f80-aa30-2f67f9a63333,684039448522386
e51758a4-ebe7-4ed4-830c-a5a039697367,684039448522386
18adf617-38fc-4973-ad45-980aa4a6cc94,684039448522386
dd2a5032-5a67-4213-ab0e-e0950800673f,684039448522386
f5a62122-f897-4f16-a39b-6f845cab072e,358485258515291
6f6c5129-5125-4e89-af0a-cf334f89b346,670656113748007
bcb50f53-644b-4d8d-9604-b85c962ed4f0,603444078605214
a6437f6b-3fc5-48b3-a939-ff39ecddf282,356293066318837
f021cf4d-4595-4a76-81d3-d1177707500f,356293066318837
4386b09c-1143-4237-b504-9870ad6dc59a,356293066318837
bd4cd632-227a-4e3b-af53-af1be85f9ba5,356293066318837
ad12731c-fc40-44dd-8214-8724d8eba6a1,893868610004876
5cd5843e-15e0-4d82-b372-1e7547ad4b7d,700026785994642
a96f678d-20f5-4c27-8431-abd6708f1522,700026785994642
467a42bd-e458-4bcb-91a1-0003aee12c1b,700026785994642
67460148-5866-4e6c-ac24-577ab04a0f60,772177056456755
edeae552-adce-49fa-a736-15a3a82cb369,772177056456755
3fbe7d92-d77b-4184-99c1-8b6eeb9a02dc,299688591933376
6805bbc0-ff9f-413c-a8f0-8d567042d8da,786299879169672
5e6a638b-cdfe-49d3-b1c3-d92a430ca028,786299879169672
e43cec4e-15d7-441d-82d8-3fcb2d21a13b,786299879169672
bc2e9a85-3ccb-4694-9048-3afa9bedb881,786299879169672
6b13c007-79ae-4f40-8d4f-8131d7bf151e,602556287647712
ff7b4c94-a732-4d85-8aa7-4a880b3b28f7,602656287647712
7beeed1c-04f5-4e1f-b429-c98b39dafe1b,602756287647712
6d19fca4-ad3a-402f-8adb-6f521538faef,602856287647712
959bf9e2-a63e-491d-9db2-2794861aeeee,602956287647712
4656bd87-54a2-4c7d-a134-976b1f4f03b5,603056287647712
0e34cc4a-e74c-4918-8e72-d9237be7ed5c,603156287647712
3b6e6c5f-3fea-48d9-906a-62dd81289b36,603256287647712
8de59f55-eafe-45f0-baa8-e56f7c6bba81,603356287647712
c7f3bc6a-f831-41a2-b5f4-1dad66d7646f,603456287647712
54cd0dbe-240a-466c-8396-16f4849cd1b6,772177056456755
25a38d9f-5c61-4920-bab3-4ba4ed01080c,772177056456755
134f4529-5647-4919-89ad-d1aa79ec64dd,244593951689594
f593eb7d-ec95-4d69-982a-3d40e7f20c41,244593951689594
41b6f05f-93a1-4426-86eb-2edfa9560c14,602556287647712
841a4084-81bb-4a88-8d88-68d5ff608568,602656287647712
63b7e280-eab7-485a-b9e7-44d72368d262,602756287647712
6f3e11cb-0d34-4457-a1e0-62a7c9a24a83,602856287647712
7cbecc0d-c493-47ed-b0b3-ffcb6631c136,602956287647712
03fdca14-6557-47f1-b6e8-38c96efab3a3,603056287647712
afa78dc5-52e1-4d54-bbbb-3a3a16e2caae,603156287647712
588cb990-9ab7-45ca-b530-cfa96ce254fe,603256287647712
9cba7fe6-3759-48f4-91c7-2dc4b9c0e010,603356287647712
16179886-4488-45ae-8481-cd881b20bca2,603456287647712
c614e8c6-d832-43d5-b83a-2fc5779aa650,244593951689594
fae48aaf-9feb-441f-8d54-577a631991ea,244593951689594
14b6bc72-463b-443f-9aae-b5e4366a33d7,698339559525091
c73f8327-8d14-4bfa-be65-29f610b1e1e2,698339559525091
a2300804-9593-4d01-a126-54994f0a1179,698339559525091
93270a15-cb9c-4f30-8570-912124e73340,698339559525091
63bd4dde-8f05-4651-8ea0-3f415b55e782,698339559525091
f0fad714-83dc-484d-a3e3-f693934b1793,698339559525091
94d07b24-e69c-478c-bcf7-3091f3b5811b,698339559525091
3d070c4f-8bd2-4dc9-8194-c9ae01ef7ed1,698339559525091
28c6827f-8185-4ceb-afe3-a87279fac155,698339559525091
00930369-7ff2-4005-9628-ae242ff71c56,698339559525091
767a517a-ac36-4e19-83dc-bf0120ec3030,698339559525091
9260c9ad-7a90-410d-aa36-c90f149ea1d9,698439559525091
72fd37d4-5c41-4700-bd60-61d12ded054f,698439559525091
9f4d8554-3380-48b3-8b98-ca08dda828f7,698439559525091
6c33e019-a03e-4ac1-8e0f-224a6d813b42,698439559525091
fb9eb211-6965-4e58-8163-f99ca129968c,698439559525091
1ea97405-9c99-4935-8dda-1f1a17dea2ed,905347821347969
5faac0a6-33ed-40a2-ad8e-acc57f04a976,448797697629624
4bf4aba2-56d0-418c-b0b4-a82a8e2c5dc4,448797697629624
3b161640-1430-48cd-99d6-843121b01cb4,448797697629624
968753a2-4817-4ad6-b6a6-90b5924e95f3,153559978386006
fe1fe400-cafb-4e23-a13d-d58a64f8ceeb,153559978386006
ea12b70a-d67d-46a8-a5f2-410a33e058a6,153559978386006
02bd5462-e1c5-4e0d-8271-f8de1488eb65,153559978386006
c8ffc83a-c5cc-47ce-813a-e068b7115580,153559978386006
52a66ef4-fbc0-45db-b4ea-bc77213f723f,153559978386006
c268fae1-c5af-4cce-94f2-e5c8444ccd18,153559978386006
b60d69a1-a028-4741-8809-03d501106297,153559978386006
7266f704-c6a7-4fcf-9e7d-47dc6a013cb2,153559978386006
9c2e6fee-4fa5-482f-8f17-d5a9ec502629,153559978386006
9335f4d6-6e62-4ca1-8055-c3b5f9b5893e,153559978386006
889a7e27-d6b2-49a7-af88-3346e16d9530,153559978386006
3768482f-b02b-4956-91f3-69247b7dabf8,153559978386006
359a5269-6a65-44de-8c0f-8566bedc28f7,153559978386006
3d49909d-51fc-4891-a421-78591059ea28,153559978386006
ab6a41f8-b1be-4889-ac58-91fc5a335918,153559978386006
a6a52425-8a59-4758-89d2-7e060116ff57,153559978386006
8fbea48d-0215-46a9-a5eb-7c625d7bb881,153559978386006
a0b20930-6627-4937-94d7-7abada477aff,153559978386006
5aa084d8-3dd1-4291-8bc0-15a934e451bd,153559978386006
c65eff71-07f3-4a11-a776-712cdfa6a366,153559978386006
46a8ea03-b6ac-4800-affa-8e3f67a4d7ac,153559978386006
f577a2b5-c8c3-46e3-8805-e9aa6f7a3710,153559978386006
2e4ad65a-ef13-4ebd-9fa3-8b145af0f1e1,153559978386006
e3e8a1a2-82fa-44c9-9849-4b5db772b293,153559978386006
2756f52e-110d-4dce-a6a8-4446b0758767,153559978386006
4f42aa20-b85a-4cdd-99fb-18ecd869623a,153559978386006
a5403b91-b331-4f2f-839d-8b3c46521f38,153559978386006
f6f2a25b-f7c7-4125-9e94-cd2df2decf01,153559978386006
f3ffd91b-e735-49e4-812a-ec01aa615494,153559978386006
031f110e-884a-4c2f-8398-99a629818f0d,153559978386006
e19e9989-8137-41af-a562-238e58f7ab24,153559978386006
a6e9ceef-c455-4fce-a3a7-81935e670003,153559978386006
686b9cae-45b1-40e5-9009-f3ae21238702,153559978386006
ad2e4695-2db5-4ec2-8c3c-6b38dedc5cf2,153559978386006
d4f685c3-ce38-43f7-b289-33d437875447,153559978386006
6f8254dc-45c7-4acf-b1be-b19265f4c40d,153559978386006
48d674a9-7169-48ae-aadf-58aab7fa7a36,153559978386006
bbf125c9-0e3f-4d5e-900a-391746f14d13,153559978386006
2aeaef75-a2c7-4e7c-a91d-fbc678666aec,153559978386006
d871dc6c-46e1-4e73-b32f-b6664c81734d,153559978386006
7590f4b7-5c6d-4f13-8552-b4cfe38edb65,153559978386006
6296eb5a-1d7e-4c44-89c2-ae719c9d9ab2,153559978386006
3f4560f7-d097-453e-b8e5-861592f6ed5b,153559978386006
700fb9b3-e0b9-422f-8c6b-6bca51ff6336,153559978386006
316b8e50-ba50-42d6-b191-154a4ee58890,153559978386006
4ac82d45-94dc-4f1c-94d7-b91987a7966e,153559978386006
2777720e-45d4-400f-9225-0c760dc7610a,153559978386006
970df1b4-d7ff-4cf3-aa6e-fc3962116c10,153559978386006
2919cc99-e3d6-43bf-9363-ab022df1c646,153559978386006
abf7a79d-52ac-45e6-9f33-4bf1e6121b85,153559978386006
3af5a140-30dc-423b-83e5-20dae349521e,153559978386006
b2862387-614b-4bdb-955d-1e18bb66fd43,153559978386006
e6ede289-28d5-40f9-a1b1-23529809a754,5132609315143680
01970b86-95b1-411f-bcee-60913d745bcd,5132609315143680
16ab0ce0-0ecc-44bc-aea0-3b3edf12832c,5132609315143680
40b0bc15-fa8e-478b-b2bf-06217a4b2940,5132609315143680
6025835e-a7a6-4dd6-a169-d4fdd6202174,5132609315143680
a2bf3a61-b025-4bfa-b0b5-d372725d4dc9,5132609315143680
bd9b2b53-bb82-4a45-b48a-d24599a73fdf,5132609315143680
d73c4de6-9ed7-45af-adee-b72ad708e939,244044880696476
7bd7e7a6-6fa3-4fb5-b102-0b0939555769,244044880696476
b97f9237-00ab-4b6c-b5da-b5c8c4341762,244044880696476
ff72a550-9404-4bff-aeb7-b84efe669d20,352369598709622
c1b1638a-17ab-4131-aa82-cce47f47a940,352369598709622
711dd130-5af0-4735-b8fe-66a01ffad3a3,352369598709622
38f4459c-e131-460c-ab65-2233cd3df115,780127922400075
